clean_name,cluster,xgbprob,xgbverdict,lmscore,experiment,mode,control,paired_end,genome,strand_specific,moeity,ip_type,sample_name,read_length,GSM,Group,Species,Cell,Genotype,Other,Condition,Replicate,ControlType,Shearing_method,SRX,mode_group,corr_min,corr_max,corr_median,corr_mean,corr_sd,corr_skewness,corr_kurtosis,corr_method,rlfs_min,rlfs_max,rlfs_median,rlfs_mean,rlfs_sd,rlfs_skewness,rlfs_kurtosis,rlfs_method,rlfs_pval,3UTR__Number of peaks,3UTR__Total size (bp),3UTR__Log2 Ratio (obs/exp),3UTR__LogP enrichment (+values depleted),Retroposon__Number of peaks,Retroposon__Total size (bp),Retroposon__Log2 Ratio (obs/exp),Retroposon__LogP enrichment (+values depleted),RNA__Number of peaks,RNA__Total size (bp),RNA__Log2 Ratio (obs/exp),RNA__LogP enrichment (+values depleted),miRNA__Number of peaks,miRNA__Total size (bp),miRNA__Log2 Ratio (obs/exp),miRNA__LogP enrichment (+values depleted),ncRNA__Number of peaks,ncRNA__Total size (bp),ncRNA__Log2 Ratio (obs/exp),ncRNA__LogP enrichment (+values depleted),TTS__Number of peaks,TTS__Total size (bp),TTS__Log2 Ratio (obs/exp),TTS__LogP enrichment (+values depleted),LINE__Number of peaks,LINE__Total size (bp),LINE__Log2 Ratio (obs/exp),LINE__LogP enrichment (+values depleted),srpRNA__Number of peaks,srpRNA__Total size (bp),srpRNA__Log2 Ratio (obs/exp),srpRNA__LogP enrichment (+values depleted),SINE__Number of peaks,SINE__Total size (bp),SINE__Log2 Ratio (obs/exp),SINE__LogP enrichment (+values depleted),RC__Number of peaks,RC__Total size (bp),RC__Log2 Ratio (obs/exp),RC__LogP enrichment (+values depleted),tRNA__Number of peaks,tRNA__Total size (bp),tRNA__Log2 Ratio (obs/exp),tRNA__LogP enrichment (+values depleted),pseudo__Number of peaks,pseudo__Total size (bp),pseudo__Log2 Ratio (obs/exp),pseudo__LogP enrichment (+values depleted),DNA__Number of peaks,DNA__Total size (bp),DNA__Log2 Ratio (obs/exp),DNA__LogP enrichment (+values depleted),Exon__Number of peaks,Exon__Total size (bp),Exon__Log2 Ratio (obs/exp),Exon__LogP enrichment (+values depleted),Intron__Number of peaks,Intron__Total size (bp),Intron__Log2 Ratio (obs/exp),Intron__LogP enrichment (+values depleted),Intergenic__Number of peaks,Intergenic__Total size (bp),Intergenic__Log2 Ratio (obs/exp),Intergenic__LogP enrichment (+values depleted),Promoter__Number of peaks,Promoter__Total size (bp),Promoter__Log2 Ratio (obs/exp),Promoter__LogP enrichment (+values depleted),5UTR__Number of peaks,5UTR__Total size (bp),5UTR__Log2 Ratio (obs/exp),5UTR__LogP enrichment (+values depleted),snoRNA__Number of peaks,snoRNA__Total size (bp),snoRNA__Log2 Ratio (obs/exp),snoRNA__LogP enrichment (+values depleted),scRNA__Number of peaks,scRNA__Total size (bp),scRNA__Log2 Ratio (obs/exp),scRNA__LogP enrichment (+values depleted),CpG-Island__Number of peaks,CpG-Island__Total size (bp),CpG-Island__Log2 Ratio (obs/exp),CpG-Island__LogP enrichment (+values depleted),Low_complexity__Number of peaks,Low_complexity__Total size (bp),Low_complexity__Log2 Ratio (obs/exp),Low_complexity__LogP enrichment (+values depleted),LTR__Number of peaks,LTR__Total size (bp),LTR__Log2 Ratio (obs/exp),LTR__LogP enrichment (+values depleted),Simple_repeat__Number of peaks,Simple_repeat__Total size (bp),Simple_repeat__Log2 Ratio (obs/exp),Simple_repeat__LogP enrichment (+values depleted),snRNA__Number of peaks,snRNA__Total size (bp),snRNA__Log2 Ratio (obs/exp),snRNA__LogP enrichment (+values depleted),Unknown__Number of peaks,Unknown__Total size (bp),Unknown__Log2 Ratio (obs/exp),Unknown__LogP enrichment (+values depleted),Satellite__Number of peaks,Satellite__Total size (bp),Satellite__Log2 Ratio (obs/exp),Satellite__LogP enrichment (+values depleted),rRNA__Number of peaks,rRNA__Total size (bp),rRNA__Log2 Ratio (obs/exp),rRNA__LogP enrichment (+values depleted),MACS2__Distinct Peak Count,EPIC2__Distinct Peak Count,MACS2__Overlapping Peak Count,EPIC2__Overlapping Peak Count,MACS2__Percentage Peaks Overlapping,EPIC2__Percentage Peaks Overlapping,MACS2__total_peaks,EPIC2__total_peaks,reads_before,reads_after,percent_passing,gc_content,read_length_after_filter,reads_aligned,pct_aligned,duplicate_reads,pct_duplicated
DRIP_HeLa_Cimprich_S9.6_SRX2918366,0,0.010416234843432903,0,38.63785824567262,SRR5683211,DRIP,SRR5683212,TRUE,hg38,FALSE,DNA,S9.6,SRX2918366_S96_DRIP_Seq_2,76,GSM2668157,Cimprich,HS,HeLa,WT,siCTR,S9.6,0,Input,RES,SRX2918366,DRIP,-0.12628219770139,1,0.268184061352159,0.229951746202843,0.116835823615857,0.666912370416044,14.8647569960644,unbiased,-5000,5000,-150,-208.372319688112,2120.56674717646,0.0773958912847997,2.50445818318592,unbiased,2.699837725867246,        8.000, 22615859.000,       -0.916,        3.353,        0.000,  3401451.000,       -1.711,        2.272,        0.000,    87307.000,       -0.082,        0.058,        0.000,    85732.000,       -0.080,        0.057,        6.000,  5901558.000,        0.607,       -1.583,        8.000, 27565720.000,       -1.202,        5.227,      228.000,524235566.000,       -0.618,       32.223,        0.000,   220416.000,       -0.198,        0.147,      111.000,321406718.000,       -0.951,       36.488,        0.000,   301550.000,       -0.265,        0.201,        0.000,    65268.000,       -0.062,        0.044,        0.000,  1909119.000,       -1.186,        1.275,       24.000, 81398258.000,       -1.179,       12.961,       22.000, 31235758.000,        0.077,       -0.845,      250.000,541944698.000,       -0.533,       26.481,      547.000,645766426.000,        0.343,      -22.359,       14.000, 30622211.000,       -0.546,        2.436,        0.000,  2202601.000,       -1.306,        1.471,        0.000,      357.000,        0.000,        0.000,        0.000,   101393.000,       -0.094,        0.068,       20.000,  7863081.000,        1.930,      -14.200,        3.000,  4585618.000,       -0.029,        0.457,      313.000,217744232.000,        1.106,      -84.849,       49.000, 29477513.000,        1.316,      -18.005,        0.000,   260103.000,       -0.231,        0.174,        0.000,   573572.000,       -0.468,        0.383,      113.000, 70274984.000,        1.268,      -37.321,        0.000,   203841.000,       -0.184,        0.136, 368.0,3139.0,1711.0,1136.0,  82.3,  26.6,2079.0,4275.0,69483648,68016960,97.9,75,75,60924938,89.57315645980061,12792607,18.807966424844626
DRIP_STR_Li_S9.6_SRX2642935,1,0.993509829044342,1,84.05101937523389,SRR5346305,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642935_DRIPseq_NC_1_Stromal,51,GSM2537882,Li,HS,STR,WT,BSC117,S9.6,0,None,RES,SRX2642935,DRIP,-0.0564222690557819,1,0.439128954381982,0.394187488056535,0.179880474373398,-0.605763164908536,3.61417159840168,unbiased,-5000,5000,0,-4.13692263099794,2097.0587011643,-0.0324006391658017,2.27472553042431,unbiased,2.699837725867246,      199.000, 26833139.000,        0.994,      -41.311,        3.000,  4062585.000,       -2.334,        8.575,        0.000,   108000.000,       -0.488,        0.402,        1.000,    97618.000,        1.460,       -1.188,       69.000,  7044070.000,        1.395,      -26.611,      345.000, 32404629.000,        1.515,     -143.689,     1054.000,633178497.000,       -1.162,      548.147,        1.000,   262214.000,        0.034,       -0.473,     1737.000,379673449.000,        0.297,      -42.608,        0.000,   362795.000,       -1.233,        1.351,        3.000,    91738.000,        3.134,       -5.268,        3.000,  2111155.000,       -1.390,        3.070,      206.000, 99395597.000,       -0.846,       47.435,      411.000, 37120946.000,        1.572,     -181.856,     3534.000,656103354.000,        0.532,     -285.837,     2030.000,780868131.000,       -0.519,      195.486,      740.000, 35946139.000,        2.467,     -679.534,       38.000,  2601483.000,        1.972,      -26.111,        0.000,      357.000,       -0.002,        0.001,        1.000,   121638.000,        1.142,       -1.010,      152.000,  9000269.000,        2.181,     -115.098,       24.000,  5480212.000,        0.234,       -1.425,      574.000,262167686.000,       -0.766,      108.306,      199.000, 34754537.000,        0.620,      -18.783,        1.000,   314325.000,       -0.227,        0.396,        1.000,   714206.000,       -1.411,        1.363,      168.000, 75387841.000,       -0.741,       29.645,        0.000,   202619.000,       -0.811,        0.755,   56.0,11398.0,  154.0,  105.0,   73.3,    0.9,  210.0,11503.0,29268907,29240825,99.9,0.395247,51,27269965,93.25990289261674,5870193,20.075333031814253
DRIP_BE_Li_S9.6_SRX2642936,1,0.993509829044342,1,90.9852396827677,SRR5346306,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642936_DRIPseq_NC_1_Basal,51,GSM2537883,Li,HS,BE,WT,BSC117,S9.6,0,None,RES,SRX2642936,DRIP,-0.10476951213749,1,0.495923533316318,0.445706409033579,0.240752046734795,-0.303252333630848,2.51639722122259,unbiased,-5000,5000,50,103.364035243932,1880.34618508975,0.0606072394106542,2.66173449626585,unbiased,2.699837725867246,      311.000, 26833139.000,        0.840,      -47.275,        1.000,  4062585.000,       -4.717,       23.013,        2.000,   108000.000,        1.516,       -1.861,        0.000,    97618.000,       -0.707,        0.632,       86.000,  7044070.000,        0.915,      -16.613,      494.000, 32404629.000,        1.235,     -144.359,     1734.000,633178497.000,       -1.241,     1045.626,        2.000,   262214.000,        0.236,       -0.681,     3117.000,379673449.000,        0.343,      -97.259,        1.000,   362795.000,       -1.232,        1.140,        1.000,    91738.000,        0.752,       -0.803,       14.000,  2111155.000,        0.035,       -0.693,      360.000, 99395597.000,       -0.838,       79.552,      721.000, 37120946.000,        1.585,     -321.102,     5840.000,656103354.000,        0.459,     -354.106,     3442.000,780868131.000,       -0.555,      378.570,     1624.000, 35946139.000,        2.803,    -1818.327,      120.000,  2601483.000,        2.833,     -135.894,        0.000,      357.000,       -0.003,        0.002,        1.000,   121638.000,        0.345,       -0.607,      427.000,  9000269.000,        2.873,     -488.925,       36.000,  5480212.000,        0.021,       -0.718,     1170.000,262167686.000,       -0.537,      102.912,      332.000, 34754537.000,        0.561,      -25.149,        0.000,   314325.000,       -1.602,        2.035,        3.000,   714206.000,       -0.624,        1.134,      147.000, 75387841.000,       -1.731,      170.722,        1.000,   202619.000,       -0.392,        0.474,   69.0,19889.0,  143.0,  107.0,   67.5,    0.5,  212.0,19996.0,37956073,37914523,99.9,0.408076,51,35584680,93.85501170620029,7670311,20.230535407236957
DRIP_LP_Li_S9.6_SRX2642937,1,0.993509829044342,1,109.16293271927442,SRR5346307,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642937_DRIPseq_NC_1_LP,51,GSM2537884,Li,HS,LP,WT,BSC117,S9.6,0,None,RES,SRX2642937,DRIP,-0.123823676699819,1,0.620711926252428,0.541271737776179,0.26285442378366,-0.752889285822812,2.79414691059903,unbiased,-5000,5000,100,109.744391990375,1887.51205732216,0.0397373919735883,2.57644436953205,unbiased,2.699837725867246,      322.000, 26833139.000,        1.100,      -77.773,        0.000,  4062585.000,       -4.571,       22.759,        1.000,   108000.000,        0.726,       -0.790,        0.000,    97618.000,       -0.629,        0.547,       86.000,  7044070.000,        1.125,      -23.101,      513.000, 32404629.000,        1.500,     -208.510,     1262.000,633178497.000,       -1.490,     1163.381,        2.000,   262214.000,        0.446,       -0.841,     2695.000,379673449.000,        0.342,      -84.449,        2.000,   362795.000,       -0.022,        0.403,        0.000,    91738.000,       -0.598,        0.514,        9.000,  2111155.000,       -0.393,        1.353,      278.000, 99395597.000,       -1.001,       90.889,      803.000, 37120946.000,        1.950,     -504.674,     5204.000,656103354.000,        0.503,     -375.646,     2356.000,780868131.000,       -0.892,      712.976,     1943.000, 35946139.000,        3.271,    -2760.474,      150.000,  2601483.000,        3.364,     -218.228,        0.000,      357.000,       -0.003,        0.002,        0.000,   121638.000,       -0.749,        0.681,      556.000,  9000269.000,        3.464,     -840.823,       42.000,  5480212.000,        0.453,       -3.512,      741.000,262167686.000,       -0.986,      240.254,      261.000, 34754537.000,        0.424,      -12.739,        1.000,   314325.000,       -0.815,        0.745,        3.000,   714206.000,       -0.414,        0.835,       52.000, 75387841.000,       -3.021,      267.965,        1.000,   202619.000,       -0.182,        0.376,  143.0,16103.0, 1456.0, 1187.0,   91.1,    6.9, 1599.0,17290.0,35478044,35436659,99.9,0.411644,51,33325551,94.0425873669411,8907989,25.137778931134562
DRIP_ML_Li_S9.6_SRX2642938,1,0.993509829044342,1,101.82324587742188,SRR5346308,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642938_DRIPseq_NC_1_ML,51,GSM2537885,Li,HS,ML,WT,BSC117,S9.6,0,None,RES,SRX2642938,DRIP,-0.10853617628867,1,0.564644086356142,0.500286389201614,0.25991030988821,-0.534072494987388,2.48425633793111,unbiased,-5000,5000,50,91.9198649677892,1904.47050306514,0.0471329538021546,2.55833484696155,unbiased,2.699837725867246,      289.000, 26833139.000,        0.919,      -51.447,        1.000,  4062585.000,       -4.533,       19.976,        0.000,   108000.000,       -0.692,        0.615,        1.000,    97618.000,        0.846,       -0.852,       68.000,  7044070.000,        0.761,      -10.195,      467.000, 32404629.000,        1.339,     -156.794,     1273.000,633178497.000,       -1.503,     1197.415,        7.000,   262214.000,        2.228,       -7.008,     2754.000,379673449.000,        0.348,      -89.052,        2.000,   362795.000,       -0.048,        0.418,        2.000,    91738.000,        1.936,       -2.331,       11.000,  2111155.000,       -0.129,        0.780,      305.000, 99395597.000,       -0.893,       77.578,      745.000, 37120946.000,        1.817,     -416.740,     5131.000,656103354.000,        0.457,     -308.630,     2657.000,780868131.000,       -0.744,      543.334,     1883.000, 35946139.000,        3.201,    -2587.630,      122.000,  2601483.000,        3.041,     -153.506,        0.000,      357.000,       -0.003,        0.002,        0.000,   121638.000,       -0.760,        0.693,      526.000,  9000269.000,        3.359,     -760.238,       43.000,  5480212.000,        0.462,       -3.647,      898.000,262167686.000,       -0.734,      153.073,      278.000, 34754537.000,        0.489,      -17.038,        0.000,   314325.000,       -1.481,        1.791,        5.000,   714206.000,        0.297,       -0.955,      124.000, 75387841.000,       -1.792,      157.161,        1.000,   202619.000,       -0.207,        0.387,   93.0,17120.0,  536.0,  476.0,   85.2,    2.7,  629.0,17596.0,32783301,32746265,99.9,0.409571,51,30704894,93.76609515619568,6694754,20.444328536399496
DRIP_STR_Li_S9.6_SRX2642939,1,0.993509829044342,1,104.478100101038,SRR5346309,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642939_DRIPseq_NC_2_Stromal,51,GSM2537886,Li,HS,STR,WT,BSC119,S9.6,0,None,RES,SRX2642939,DRIP,-0.119188839047715,1,0.572206793927907,0.508229157684725,0.254430199040058,-0.610613192668886,2.65460519054353,unbiased,-5000,5000,50,54.4546021310698,1868.03566723396,0.0736975263338245,2.63858874592018,unbiased,2.699837725867246,      407.000, 26833139.000,        1.142,     -104.143,        3.000,  4062585.000,       -3.218,       19.626,        0.000,   108000.000,       -0.801,        0.742,        0.000,    97618.000,       -0.741,        0.671,      103.000,  7044070.000,        1.089,      -25.871,      587.000, 32404629.000,        1.398,     -211.469,     1504.000,633178497.000,       -1.533,     1481.293,        2.000,   262214.000,        0.151,       -0.620,     3552.000,379673449.000,        0.445,     -180.976,        3.000,   362795.000,        0.267,       -0.789,        1.000,    91738.000,        0.666,       -0.760,       14.000,  2111155.000,       -0.051,        0.660,      348.000, 99395597.000,       -0.973,      106.216,      952.000, 37120946.000,        1.900,     -572.583,     6551.000,656103354.000,        0.539,     -539.724,     3090.000,780868131.000,       -0.796,      730.753,     1946.000, 35946139.000,        2.978,    -2393.037,      150.000,  2601483.000,        3.069,     -190.657,        0.000,      357.000,       -0.004,        0.002,        1.000,   121638.000,        0.259,       -0.568,      581.000,  9000269.000,        3.232,     -792.738,       53.000,  5480212.000,        0.493,       -4.559,      897.000,262167686.000,       -1.006,      303.421,      325.000, 34754537.000,        0.445,      -16.650,        1.000,   314325.000,       -1.111,        1.009,        3.000,   714206.000,       -0.710,        1.280,      141.000, 75387841.000,       -1.877,      200.052,        0.000,   202619.000,       -1.258,        1.392,   36.0,20600.0,  680.0,  622.0,   95.0,    2.9,  716.0,21222.0,33173123,33130816,99.9,0.413998,51,31105831,93.88791088031155,10514808,31.737244262260244
DRIP_BE_Li_S9.6_SRX2642940,1,0.993509829044342,1,97.05811936077117,SRR5346310,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642940_DRIPseq_NC_2_Basal,51,GSM2537887,Li,HS,BE,WT,BSC119,S9.6,0,None,RES,SRX2642940,DRIP,-0.117711902331111,1,0.522616893683759,0.476271232971949,0.248929264699485,-0.412693102602571,2.60635031678559,unbiased,-5000,5000,100,90.4646360261117,1942.94891505521,0.0319606527893547,2.52791904573411,unbiased,2.699837725867246,      308.000, 26833139.000,        0.955,      -58.437,        5.000,  4062585.000,       -2.266,       12.730,        1.000,   108000.000,        0.645,       -0.750,        0.000,    97618.000,       -0.658,        0.578,       85.000,  7044070.000,        1.027,      -19.761,      499.000, 32404629.000,        1.379,     -175.960,     1308.000,633178497.000,       -1.519,     1262.330,        6.000,   262214.000,        1.950,       -5.251,     3136.000,379673449.000,        0.480,     -184.709,        3.000,   362795.000,        0.482,       -1.012,        0.000,    91738.000,       -0.626,        0.543,       11.000,  2111155.000,       -0.185,        0.902,      332.000, 99395597.000,       -0.826,       71.325,      813.000, 37120946.000,        1.887,     -484.001,     5268.000,656103354.000,        0.439,     -293.861,     2891.000,780868131.000,       -0.677,      484.630,     1660.000, 35946139.000,        2.963,    -2026.501,      129.000,  2601483.000,        3.066,     -164.128,        0.000,      357.000,       -0.003,        0.002,        1.000,   121638.000,        0.473,       -0.667,      483.000,  9000269.000,        3.180,     -643.915,       43.000,  5480212.000,        0.406,       -3.138,      871.000,262167686.000,       -0.834,      195.212,      296.000, 34754537.000,        0.524,      -20.215,        1.000,   314325.000,       -0.896,        0.810,        1.000,   714206.000,       -2.080,        2.575,      127.000, 75387841.000,       -1.813,      165.604,        3.000,   202619.000,        1.322,       -2.116,  149.0,17891.0,  460.0,  396.0,   75.5,    2.2,  609.0,18287.0,34753787,34712887,99.9,0.410487,51,32576550,93.84569482797556,8657165,24.939340251359678
DRIP_LP_Li_S9.6_SRX2642941,1,0.993509829044342,1,113.24346816017066,SRR5346311,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642941_DRIPseq_NC_2_LP,51,GSM2537888,Li,HS,LP,WT,BSC119,S9.6,0,None,RES,SRX2642941,DRIP,-0.121095046313356,1,0.636063501205758,0.559714460652594,0.266645429919704,-0.794648020975387,2.93213439266137,unbiased,-5000,5000,100,156.692905554533,1856.25357448912,0.082573759787591,2.7206079157974,unbiased,2.699837725867246,      500.000, 26837037.000,        1.496,     -201.990,        5.000,  4065923.000,       -2.425,       15.002,        0.000,   108000.000,       -0.777,        0.713,        2.000,    97618.000,        1.633,       -1.989,       88.000,  7044370.000,        0.920,      -17.090,      694.000, 32422700.000,        1.697,     -345.797,     1385.000,633207525.000,       -1.594,     1498.774,        5.000,   262548.000,        1.528,       -3.448,     3130.000,379741634.000,        0.320,      -85.834,        0.000,   362795.000,       -1.764,        2.396,        1.000,    91810.000,        0.722,       -0.788,       15.000,  2112827.000,        0.104,       -0.857,      293.000, 99400235.000,       -1.164,      133.584,     1110.000, 37131630.000,        2.178,     -834.291,     6555.000,656173726.000,        0.597,     -656.969,     2308.000,780911482.000,       -1.160,     1248.846,     2318.000, 35964750.000,        3.287,    -3316.425,      191.000,  2601610.000,        3.475,     -290.393,        0.000,      357.000,       -0.003,        0.002,        2.000,   121638.000,        1.316,       -1.648,      755.000,  9002947.000,        3.667,    -1239.462,       54.000,  5480994.000,        0.577,       -5.701,      634.000,262194709.000,       -1.449,      495.883,      309.000, 34757663.000,        0.429,      -15.017,        0.000,   314325.000,       -1.621,        2.076,        1.000,   714448.000,       -2.238,        2.975,       33.000, 75387841.000,       -3.915,      383.286,        1.000,   202700.000,       -0.421,        0.489,   90.0,18117.0, 2946.0, 2280.0,   97.0,   11.2, 3036.0,20397.0,38498558,38445380,99.9,0.424142,51,36103092,93.90749161537745,17159219,44.632720498535846
DRIP_ML_Li_S9.6_SRX2642942,1,0.993509829044342,1,111.13012980781905,SRR5346312,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642942_DRIPseq_NC_2_ML,51,GSM2537889,Li,HS,ML,WT,BSC119,S9.6,0,None,RES,SRX2642942,DRIP,-0.111482481791501,1,0.614392097220403,0.552937558292538,0.265862133971209,-0.775246288936713,2.90614143895169,unbiased,-5000,5000,100,117.375733958551,1874.88029649297,0.0490819443094217,2.66585041664202,unbiased,2.699837725867246,      450.000, 26833139.000,        1.329,     -148.841,        3.000,  4062585.000,       -3.177,       18.919,        0.000,   108000.000,       -0.783,        0.721,        2.000,    97618.000,        1.617,       -1.972,       95.000,  7044070.000,        1.014,      -21.406,      633.000, 32404629.000,        1.549,     -270.872,     1404.000,633178497.000,       -1.590,     1510.760,        1.000,   262214.000,       -0.808,        0.739,     3414.000,379673449.000,        0.429,     -162.617,        2.000,   362795.000,       -0.277,        0.573,        1.000,    91738.000,        0.707,       -0.781,       16.000,  2111155.000,        0.183,       -1.078,      290.000, 99395597.000,       -1.194,      140.262,     1104.000, 37120946.000,        2.155,     -815.412,     6716.000,656103354.000,        0.616,     -715.009,     2329.000,780868131.000,       -1.163,     1267.108,     2144.000, 35946139.000,        3.159,    -2887.138,      195.000,  2601483.000,        3.489,     -298.146,        0.000,      357.000,       -0.003,        0.002,        0.000,   121638.000,       -0.858,        0.812,      735.000,  9000269.000,        3.612,    -1180.776,       47.000,  5480212.000,        0.361,       -2.902,      707.000,262167686.000,       -1.308,      434.613,      265.000, 34754537.000,        0.191,       -4.037,        2.000,   314325.000,       -0.070,        0.431,        2.000,   714206.000,       -1.254,        1.928,       59.000, 75387841.000,       -3.093,      325.616,        1.000,   202619.000,       -0.436,        0.497,  151.0,18171.0, 3196.0, 2451.0,   95.5,   11.9, 3347.0,20622.0,40050584,39994919,99.9,0.422408,51,37523074,93.81960243499931,16069934,40.17993885673328
DRIP_STR_Li_S9.6_SRX2642943,1,0.9712954759597778,1,94.16291130659154,SRR5346313,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642943_DRIPseq_NC_3_Stromal,51,GSM2537890,Li,HS,STR,WT,BSC132,S9.6,0,None,RES,SRX2642943,DRIP,-0.169740098185627,1,0.524307691461587,0.464344400890899,0.246820348344483,-0.527827104098895,2.69411634145781,unbiased,-5000,5000,50,46.5456980575304,1875.1820172247,0.0314897114139727,2.61024229409407,unbiased,2.699837725867246,      544.000, 26833139.000,        0.738,      -64.199,        7.000,  4062585.000,       -2.819,       30.494,        0.000,   108000.000,       -1.210,        1.313,        2.000,    97618.000,        0.753,       -1.101,      180.000,  7044070.000,        1.072,      -42.342,      801.000, 32404629.000,        1.024,     -167.172,     3151.000,633178497.000,       -1.289,     2066.953,        5.000,   262214.000,        0.649,       -1.527,     5799.000,379673449.000,        0.329,     -165.296,        4.000,   362795.000,       -0.141,        0.599,        2.000,    91738.000,        0.843,       -1.182,       31.000,  2111155.000,        0.272,       -1.778,      768.000, 99395597.000,       -0.654,       98.214,     1381.000, 37120946.000,        1.614,     -630.709,    10650.000,656103354.000,        0.417,     -533.781,     6756.000,780868131.000,       -0.491,      572.968,     3142.000, 35946139.000,        2.846,    -3598.827,      251.000,  2601483.000,        2.988,     -304.736,        0.000,      357.000,       -0.006,        0.004,        0.000,   121638.000,       -1.310,        1.479,      937.000,  9000269.000,        3.098,    -1198.008,       92.000,  5480212.000,        0.466,       -6.298,     2232.000,262167686.000,       -0.514,      176.889,      603.000, 34754537.000,        0.513,      -37.354,        2.000,   314325.000,       -0.934,        1.326,        8.000,   714206.000,       -0.118,        0.697,      177.000, 75387841.000,       -2.372,      459.197,        4.000,   202619.000,        0.699,       -1.450,  143.0,35269.0, 2554.0, 2277.0,   94.7,    6.1, 2697.0,37546.0,56758076,56754086,100,0.42669,51,53091210,93.5460576353921,13100415,23.082769758639053
DRIP_BE_Li_S9.6_SRX2642944,1,0.9712954759597778,1,106.53999242649958,SRR5346314,DRIP,NA,FALSE,hg38,FALSE,DNA,S9.6,SRX2642944_DRIPseq_NC_3_Basal,51,GSM2537891,Li,HS,BE,WT,BSC132,S9.6,0,None,RES,SRX2642944,DRIP,-0.130259666394998,1,0.639571982454669,0.554530840139425,0.268379203433962,-0.837675190294919,2.8381542508716,unbiased,-5000,5000,0,31.358675391027,1814.66898690262,0.0220493915750929,2.68806258323225,unbiased,2.699837725867246,      623.000, 26833139.000,        0.865,      -96.981,        9.000,  4062585.000,       -2.524,       28.898,        1.000,   108000.000,       -0.461,        0.511,        0.000,    97618.000,       -1.166,        1.244,      168.000,  7044070.000,        0.904,      -29.854,      804.000, 32404629.000,        0.961,     -150.071,     3801.000,633209698.000,       -1.086,     1691.123,        7.000,   262214.000,        1.067,       -2.923,     6626.000,379696593.000,        0.453,     -346.355,        2.000,   362795.000,       -1.209,        1.832,        3.000,    91738.000,        1.359,       -2.172,       18.000,  2111155.000,       -0.580,        3.079,      724.000, 99397496.000,       -0.807,      145.033,     1454.000, 37120946.000,        1.620,     -668.143,    11213.000,656103354.000,        0.423,     -577.904,     6521.000,780970153.000,       -0.610,      872.436,     2820.000, 35946139.000,        2.622,    -2840.688,      243.000,  2601483.000,        2.873,     -278.234,        0.000,      357.000,       -0.007,        0.005,        3.000,   121763.000,        0.951,       -1.588,      943.000,  9004184.000,        3.039,    -1170.878,      113.000,  5481233.000,        0.694,      -13.577,     2472.000,262196814.000,       -0.435,      138.519,      631.000, 34773802.000,        0.510,      -38.510,        1.000,   314325.000,       -2.002,        2.396,        6.000,   714206.000,       -0.601,        1.622,      138.000, 75389724.000,       -2.800,      567.099,        2.000,   202619.000,       -0.369,        0.649,  419.0,34094.0, 6550.0, 5271.0,   94.0,   13.4, 6969.0,39365.0,69459706,69456703,100,0.424005,51,65114049,93.74768191919503,16441629,23.671767143914103
